QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,COUNTRY,DEALSIZE
23,83.93,9,1930.39,2004-06-01,6,2004,Classic Cars,77,23,"UK Collectables, Ltd.",UK,Small
33,74.69,10,2464.77,2004-07-06,7,2004,Classic Cars,77,23,L'ordine Souveniers,Italy,Small
29,90.86,10,2634.94,2004-08-06,8,2004,Classic Cars,77,23,Signal Gift Stores,USA,Small
44,82.39,8,3625.16,2004-08-30,8,2004,Classic Cars,77,23,"Vida Sport, Ltd",Switzerland,Medium
41,92.4,1,3788.4,2003-10-04,10,2003,Classic Cars,77,23,"Blauer See Auto, Co.",Germany,Medium
20,91.63,6,1832.6,2004-10-16,10,2004,Classic Cars,77,23,"Toms Spezialitten, Ltd",Germany,Small
37,78.54,14,2905.98,2004-11-04,11,2004,Classic Cars,77,23,FunGiftIdeas.com,USA,Small
29,100.0,9,2954.81,2004-11-15,11,2004,Classic Cars,77,23,Land of Toys Inc.,USA,Small
55,65.45,1,3599.75,2004-11-24,11,2004,Classic Cars,77,23,"Australian Collectors, Co.",Australia,Medium
22,100.0,7,3686.54,2005-01-06,1,2005,Classic Cars,77,23,Suominen Souveniers,Finland,Medium
31,67.76,4,2100.56,2005-02-09,2,2005,Classic Cars,77,23,"Toys of Finland, Co.",Finland,Small
49,79.22,3,3881.78,2005-03-03,3,2005,Classic Cars,77,23,Scandinavian Gift Ideas,Sweden,Medium
61,73.92,4,4509.12,2005-04-14,4,2005,Classic Cars,77,23,Mini Caravy,France,Medium
39,83.93,9,3273.27,2005-05-17,5,2005,Classic Cars,77,23,Salzburg Collectables,Austria,Medium
38,100.0,3,4432.7,2003-03-10,3,2003,Classic Cars,142,24,Motor Mint Distributors Inc.,USA,Medium
31,100.0,1,4100.99,2003-05-08,5,2003,Classic Cars,142,24,Marseille Mini Autos,France,Medium
36,100.0,1,5274.72,2003-07-04,7,2003,Classic Cars,142,24,Alpha Cognac,France,Medium
25,100.0,12,4232.0,2003-09-11,9,2003,Classic Cars,142,24,"Anna's Decorations, Ltd",Australia,Medium
48,100.0,11,6145.44,2003-10-17,10,2003,Classic Cars,142,24,Heintze Collectables,Denmark,Medium
35,100.0,1,4680.2,2003-11-05,11,2003,Classic Cars,142,24,Quebec Home Shopping Network,Canada,Medium
21,100.0,5,3286.08,2003-11-12,11,2003,Classic Cars,142,24,Herkku Gifts,Norway,Medium
47,100.0,10,7421.3,2003-11-20,11,2003,Classic Cars,142,24,Online Diecast Creations Co.,USA,Large
38,100.0,16,6432.64,2003-12-02,12,2003,Classic Cars,142,24,Muscle Machine Inc,USA,Medium
41,100.0,9,4840.87,2004-01-16,1,2004,Classic Cars,142,24,Euro Shopping Channel,Spain,Medium
24,100.0,7,3892.08,2004-02-26,2,2004,Classic Cars,142,24,Collectable Mini Designs Co.,USA,Medium
37,100.0,2,5526.32,2004-04-13,4,2004,Classic Cars,142,24,Osaka Souveniers Co.,Japan,Medium
33,100.0,4,4459.62,2004-06-01,6,2004,Classic Cars,142,24,"UK Collectables, Ltd.",UK,Medium
49,100.0,5,6203.4,2004-07-06,7,2004,Classic Cars,142,24,L'ordine Souveniers,Italy,Medium
29,100.0,5,3754.05,2004-08-06,8,2004,Classic Cars,142,24,Signal Gift Stores,USA,Medium
24,100.0,3,3516.48,2004-08-30,8,2004,Classic Cars,142,24,"Vida Sport, Ltd",Switzerland,Medium
47,100.0,7,7488.04,2003-10-05,10,2003,Classic Cars,142,24,"Norway Gifts By Mail, Co.",Norway,Large
24,100.0,1,3448.08,2004-10-16,10,2004,Classic Cars,142,24,"Toms Spezialitten, Ltd",Germany,Medium
25,100.0,9,3734.0,2004-11-04,11,2004,Classic Cars,142,24,FunGiftIdeas.com,USA,Medium
30,32.47,8,974.1,2004-11-17,11,2004,Classic Cars,142,24,Motor Mint Distributors Inc.,USA,Small
22,100.0,3,3160.74,2004-11-24,11,2004,Classic Cars,142,24,"Australian Collectors, Co.",Australia,Medium
27,64.69,2,1746.63,2004-12-09,12,2004,Classic Cars,142,24,Lyon Souveniers,France,Small
34,100.0,3,4207.84,2005-01-10,1,2005,Classic Cars,142,24,Royale Belge,Belgium,Medium
36,100.0,6,4352.76,2005-02-09,2,2005,Classic Cars,142,24,"Toys of Finland, Co.",Finland,Medium
34,43.05,15,1463.7,2005-03-04,3,2005,Classic Cars,142,24,Mini Gifts Distributors Ltd.,USA,Small
48,100.0,2,7169.28,2005-04-15,4,2005,Classic Cars,142,24,Danish Wholesale Imports,Denmark,Large
34,100.0,4,4594.76,2005-05-17,5,2005,Classic Cars,142,24,Salzburg Collectables,Austria,Medium
24,100.0,8,3457.92,2003-01-31,1,2003,Classic Cars,163,25,Euro Shopping Channel,Spain,Medium
46,100.0,4,7381.16,2003-04-04,4,2003,Classic Cars,163,25,Classic Legends Inc.,USA,Large
45,100.0,10,7146.9,2003-06-03,6,2003,Classic Cars,163,25,Muscle Machine Inc,USA,Large
39,100.0,4,5938.53,2003-08-01,8,2003,Classic Cars,163,25,Suominen Souveniers,Finland,Medium
43,100.0,2,7110.91,2003-09-21,9,2003,Classic Cars,163,25,"Oulu Toy Supplies, Inc.",Finland,Large
29,100.0,11,5032.95,2003-10-22,10,2003,Classic Cars,163,25,"Dragon Souveniers, Ltd.",Singapore,Medium
20,100.0,10,3667.6,2003-11-06,11,2003,Classic Cars,163,25,L'ordine Souveniers,Italy,Medium
46,100.0,5,7381.16,2003-11-14,11,2003,Classic Cars,163,25,"Iberia Gift Imports, Corp.",Spain,Large
27,100.0,5,5128.11,2003-11-25,11,2003,Classic Cars,163,25,Mini Classics,USA,Medium
44,100.0,6,7060.24,2003-12-09,12,2003,Classic Cars,163,25,Diecast Collectables,USA,Large
43,100.0,1,8448.64,2004-02-10,2,2004,Classic Cars,163,25,Signal Collectibles Ltd.,USA,Large
49,100.0,8,7300.51,2004-03-15,3,2004,Classic Cars,163,25,"Blauer See Auto, Co.",Germany,Large
40,100.0,4,6549.2,2004-05-05,5,2004,Classic Cars,163,25,Euro Shopping Channel,Spain,Medium
30,100.0,3,5697.9,2004-06-15,6,2004,Classic Cars,163,25,Handji Gifts& Co,Singapore,Medium
50,100.0,4,9169.0,2004-07-20,7,2004,Classic Cars,163,25,Mini Gifts Distributors Ltd.,USA,Large
23,100.0,13,3238.63,2004-08-20,8,2004,Classic Cars,163,25,Mini Gifts Distributors Ltd.,USA,Medium
26,100.0,7,4554.94,2004-09-08,9,2004,Classic Cars,163,25,Land of Toys Inc.,USA,Medium
27,100.0,4,3934.44,2004-10-13,10,2004,Classic Cars,163,25,Marta's Replicas Co.,USA,Medium
42,100.0,13,5776.26,2004-10-22,10,2004,Classic Cars,163,25,Heintze Collectables,Denmark,Medium
47,100.0,8,7207.45,2004-11-05,11,2004,Classic Cars,163,25,Vitachrome Inc.,USA,Large
49,100.0,6,7460.74,2004-11-20,11,2004,Classic Cars,163,25,"La Corne D'abondance, Co.",France,Large
38,100.0,8,6719.54,2004-12-01,12,2004,Classic Cars,163,25,Muscle Machine Inc,USA,Medium
20,100.0,10,2428.0,2004-12-10,12,2004,Classic Cars,163,25,Euro Shopping Channel,Spain,Small
25,100.0,7,2602.25,2005-01-23,1,2005,Classic Cars,163,25,Mini Gifts Distributors Ltd.,USA,Small
25,88.0,5,2200.0,2005-02-17,2,2005,Classic Cars,163,25,Mini Gifts Distributors Ltd.,USA,Small
41,100.0,4,6712.93,2005-05-03,5,2005,Classic Cars,163,25,Euro Shopping Channel,Spain,Medium
28,100.0,3,5318.04,2005-05-31,5,2005,Classic Cars,163,25,La Rochelle Gifts,France,Medium
50,67.8,2,3390.0,2003-01-06,1,2003,Vintage Cars,60,26,Online Diecast Creations Co.,USA,Medium
32,50.25,6,1608.0,2003-03-18,3,2003,Vintage Cars,60,26,"AV Stores, Co.",UK,Small
42,53.88,5,2262.96,2003-05-21,5,2003,Vintage Cars,60,26,Signal Gift Stores,USA,Small
24,62.36,10,1496.64,2003-09-12,9,2003,Vintage Cars,60,26,Signal Collectibles Ltd.,USA,Small
27,69.62,8,1879.74,2003-10-18,10,2003,Vintage Cars,60,26,Corporate Gift Ideas Co.,USA,Small
26,57.51,12,1495.26,2003-11-05,11,2003,Vintage Cars,60,26,Rovelli Gifts,Italy,Small
38,61.15,9,2323.7,2003-11-12,11,2003,Vintage Cars,60,26,Mini Gifts Distributors Ltd.,USA,Small
42,59.33,13,2491.86,2003-11-21,11,2003,Vintage Cars,60,26,"Australian Collectables, Ltd",Australia,Small
23,71.44,3,1643.12,2003-12-02,12,2003,Vintage Cars,60,26,Muscle Machine Inc,USA,Small
21,62.96,6,1322.16,2004-01-26,1,2004,Vintage Cars,60,26,"Corrida Auto Replicas, Ltd",Spain,Small
28,50.85,9,1423.8,2004-03-02,3,2004,Vintage Cars,60,26,"Saveley & Henriot, Co.",France,Small
33,72.65,1,2397.45,2004-04-13,4,2004,Vintage Cars,60,26,Mini Caravy,France,Small
25,62.96,15,1574.0,2004-08-17,8,2004,Vintage Cars,60,26,Amica Models & Co.,Italy,Small
28,61.75,4,1729.0,2004-09-01,9,2004,Vintage Cars,60,26,Handji Gifts& Co,Singapore,Small
46,49.04,2,2255.84,2004-10-06,10,2004,Vintage Cars,60,26,"Iberia Gift Imports, Corp.",Spain,Small
30,61.15,16,1834.5,2004-10-21,10,2004,Vintage Cars,60,26,Mini Gifts Distributors Ltd.,USA,Small
38,84.25,9,3201.5,2004-11-17,11,2004,Vintage Cars,60,26,"AV Stores, Co.",UK,Medium
40,56.91,2,2276.4,2004-11-25,11,2004,Vintage Cars,60,26,Marseille Mini Autos,France,Small
45,100.0,4,8884.8,2005-01-12,1,2005,Vintage Cars,60,26,Toys4GrownUps.com,USA,Large
27,49.3,1,1331.1,2005-02-10,2,2005,Vintage Cars,60,26,Euro Shopping Channel,Spain,Small
42,72.65,1,3051.3,2005-04-22,4,2005,Vintage Cars,60,26,The Sharp Gifts Warehouse,USA,Medium
36,63.57,4,2288.52,2005-05-29,5,2005,Vintage Cars,60,26,Souveniers And Things Co.,Australia,Small
29,100.0,12,3772.61,2003-01-31,1,2003,Trucks and Buses,122,27,Euro Shopping Channel,Spain,Medium
39,100.0,3,4164.42,2003-04-01,4,2003,Trucks and Buses,122,27,"La Corne D'abondance, Co.",France,Medium
45,100.0,14,6295.95,2003-06-03,6,2003,Trucks and Buses,122,27,Muscle Machine Inc,USA,Medium
47,100.0,8,6287.66,2003-08-01,8,2003,Trucks and Buses,122,27,Suominen Souveniers,Finland,Medium
49,100.0,6,5412.54,2003-09-21,9,2003,Trucks and Buses,122,27,"Oulu Toy Supplies, Inc.",Finland,Medium
46,100.0,15,5984.14,2003-10-22,10,2003,Trucks and Buses,122,27,"Dragon Souveniers, Ltd.",Singapore,Medium
48,100.0,4,5891.04,2003-11-06,11,2003,Trucks and Buses,122,27,"Stylish Desk Decors, Co.",UK,Medium
46,100.0,9,5984.14,2003-11-14,11,2003,Trucks and Buses,122,27,"Iberia Gift Imports, Corp.",Spain,Medium
35,100.0,9,3608.15,2003-11-25,11,2003,Trucks and Buses,122,27,Mini Classics,USA,Medium
43,100.0,10,5752.54,2003-12-09,12,2003,Trucks and Buses,122,27,Diecast Collectables,USA,Medium
26,100.0,4,3765.32,2004-03-11,3,2004,Trucks and Buses,122,27,Mini Gifts Distributors Ltd.,USA,Medium
22,98.18,8,2159.96,2004-05-05,5,2004,Trucks and Buses,122,27,Euro Shopping Channel,Spain,Small
34,99.41,7,3379.94,2004-06-15,6,2004,Trucks and Buses,122,27,Handji Gifts& Co,Singapore,Medium
50,100.0,8,5093.5,2004-07-20,7,2004,Trucks and Buses,122,27,Mini Gifts Distributors Ltd.,USA,Medium
48,100.0,4,5773.44,2004-08-19,8,2004,Trucks and Buses,122,27,Diecast Classics Inc.,USA,Medium
41,100.0,11,4528.86,2004-09-08,9,2004,Trucks and Buses,122,27,Land of Toys Inc.,USA,Medium
36,100.0,8,4816.08,2004-10-13,10,2004,Trucks and Buses,122,27,Marta's Replicas Co.,USA,Medium
29,100.0,2,3416.78,2004-10-22,10,2004,Trucks and Buses,122,27,Canadian Gift Exchange Network,Canada,Medium
33,37.48,10,1236.84,2004-11-05,11,2004,Trucks and Buses,122,27,Vitachrome Inc.,USA,Small
46,100.0,6,5814.86,2004-11-19,11,2004,Trucks and Buses,122,27,"Volvo Model Replicas, Co",Sweden,Medium
38,100.0,7,5223.48,2004-12-01,12,2004,Trucks and Buses,122,27,Muscle Machine Inc,USA,Medium
20,36.42,11,728.4,2004-12-10,12,2004,Trucks and Buses,122,27,Euro Shopping Channel,Spain,Small
22,100.0,5,3949.0,2005-01-20,1,2005,Trucks and Buses,122,27,"Anna's Decorations, Ltd",Australia,Medium
27,100.0,11,3843.99,2005-02-22,2,2005,Trucks and Buses,122,27,Euro Shopping Channel,Spain,Medium
56,98.18,8,5498.08,2005-05-03,5,2005,Trucks and Buses,122,27,Euro Shopping Channel,Spain,Medium
38,99.41,7,3777.58,2005-05-31,5,2005,Trucks and Buses,122,27,La Rochelle Gifts,France,Medium
25,100.0,4,3782.0,2003-01-09,1,2003,Vintage Cars,127,28,"Blauer See Auto, Co.",Germany,Medium
33,100.0,4,3859.68,2003-03-18,3,2003,Vintage Cars,127,28,"AV Stores, Co.",UK,Medium
42,100.0,3,4431.84,2003-05-21,5,2003,Vintage Cars,127,28,Signal Gift Stores,USA,Medium
33,100.0,8,4950.33,2003-09-12,9,2003,Vintage Cars,127,28,Signal Collectibles Ltd.,USA,Medium
38,100.0,6,4299.7,2003-10-18,10,2003,Vintage Cars,127,28,Corporate Gift Ideas Co.,USA,Medium
31,100.0,10,4492.83,2003-11-05,11,2003,Vintage Cars,127,28,Rovelli Gifts,Italy,Medium
20,100.0,7,2212.0,2003-11-12,11,2003,Vintage Cars,127,28,Mini Gifts Distributors Ltd.,USA,Small
44,100.0,11,4642.88,2003-11-21,11,2003,Vintage Cars,127,28,"Australian Collectables, Ltd",Australia,Medium
26,100.0,1,3206.32,2003-12-02,12,2003,Vintage Cars,127,28,Muscle Machine Inc,USA,Medium
27,100.0,4,3604.23,2004-01-26,1,2004,Vintage Cars,127,28,"Corrida Auto Replicas, Ltd",Spain,Medium
46,100.0,7,7017.76,2004-03-02,3,2004,Vintage Cars,127,28,"Saveley & Henriot, Co.",France,Large
47,100.0,2,6154.18,2004-04-26,4,2004,Vintage Cars,127,28,Diecast Collectables,USA,Medium
37,100.0,13,4750.8,2004-08-17,8,2004,Vintage Cars,127,28,Amica Models & Co.,Italy,Medium
31,100.0,2,3822.92,2004-09-01,9,2004,Vintage Cars,127,28,Handji Gifts& Co,Singapore,Medium
24,100.0,17,2440.8,2004-10-11,10,2004,Vintage Cars,127,28,Auto Assoc. & Cie.,France,Small
31,100.0,14,4729.36,2004-10-21,10,2004,Vintage Cars,127,28,Mini Gifts Distributors Ltd.,USA,Medium
50,100.0,6,12536.5,2004-11-04,11,2004,Vintage Cars,127,28,Online Diecast Creations Co.,USA,Large
35,64.69,8,2264.15,2004-11-17,11,2004,Vintage Cars,127,28,"AV Stores, Co.",UK,Small
30,100.0,3,3928.2,2004-11-25,11,2004,Vintage Cars,127,28,Marseille Mini Autos,France,Medium
29,100.0,3,3630.22,2004-12-09,12,2004,Vintage Cars,127,28,Lyon Souveniers,France,Medium
27,100.0,5,4196.07,2005-01-12,1,2005,Vintage Cars,127,28,Toys4GrownUps.com,USA,Medium
40,100.0,10,4931.6,2005-02-16,2,2005,Vintage Cars,127,28,Euro Shopping Channel,Spain,Medium
31,98.99,16,3068.69,2005-03-04,3,2005,Vintage Cars,127,28,Mini Gifts Distributors Ltd.,USA,Medium
6,100.0,2,785.64,2005-04-23,4,2005,Vintage Cars,127,28,Handji Gifts& Co,Singapore,Small
45,100.0,2,4977.0,2005-05-29,5,2005,Vintage Cars,127,28,Souveniers And Things Co.,Australia,Medium
22,54.09,2,1189.98,2003-01-29,1,2003,Trucks and Buses,60,29,Baane Mini Imports,Norway,Small
45,68.67,6,3090.15,2003-04-01,4,2003,Trucks and Buses,60,29,"La Corne D'abondance, Co.",France,Medium
43,65.02,2,2795.86,2003-05-28,5,2003,Trucks and Buses,60,29,"Corrida Auto Replicas, Ltd",Spain,Small
46,61.99,2,2851.54,2003-07-24,7,2003,Trucks and Buses,60,29,Technics Stores Inc.,USA,Small
39,69.28,9,2701.92,2003-09-21,9,2003,Trucks and Buses,60,29,"Oulu Toy Supplies, Inc.",Finland,Small
31,71.1,18,2204.1,2003-10-22,10,2003,Trucks and Buses,60,29,"Dragon Souveniers, Ltd.",Singapore,Small
41,69.28,7,2840.48,2003-11-06,11,2003,Trucks and Buses,60,29,"Stylish Desk Decors, Co.",UK,Small
44,60.16,12,2647.04,2003-11-14,11,2003,Trucks and Buses,60,29,"Iberia Gift Imports, Corp.",Spain,Small
45,70.49,2,3172.05,2003-11-25,11,2003,Trucks and Buses,60,29,"Saveley & Henriot, Co.",France,Medium
37,69.89,13,2585.93,2003-12-09,12,2003,Trucks and Buses,60,29,Diecast Collectables,USA,Small
35,61.38,2,2148.3,2004-02-04,2,2004,Trucks and Buses,60,29,Handji Gifts& Co,Singapore,Small
28,59.55,7,1667.4,2004-03-11,3,2004,Trucks and Buses,60,29,Mini Gifts Distributors Ltd.,USA,Small
30,61.99,11,1859.7,2004-05-05,5,2004,Trucks and Buses,60,29,Euro Shopping Channel,Spain,Small
30,49.22,10,1476.6,2004-06-15,6,2004,Trucks and Buses,60,29,Handji Gifts& Co,Singapore,Small
25,69.28,11,1732.0,2004-07-20,7,2004,Trucks and Buses,60,29,Mini Gifts Distributors Ltd.,USA,Small
29,57.73,7,1674.17,2004-08-19,8,2004,Trucks and Buses,60,29,Diecast Classics Inc.,USA,Small
26,57.73,2,1500.98,2004-09-08,9,2004,Trucks and Buses,60,29,Scandinavian Gift Ideas,Sweden,Small
41,53.48,11,2192.68,2004-10-13,10,2004,Trucks and Buses,60,29,Marta's Replicas Co.,USA,Small
34,52.87,5,1797.58,2004-10-22,10,2004,Trucks and Buses,60,29,Canadian Gift Exchange Network,Canada,Small
35,61.21,11,2142.35,2004-11-04,11,2004,Trucks and Buses,60,29,Online Diecast Creations Co.,USA,Small
34,61.38,1,2086.92,2004-11-19,11,2004,Trucks and Buses,60,29,"Volvo Model Replicas, Co",Sweden,Small
50,100.0,8,6834.5,2004-11-29,11,2004,Trucks and Buses,60,29,"Australian Collectors, Co.",Australia,Medium
41,61.99,7,2541.59,2004-12-10,12,2004,Trucks and Buses,60,29,Mini Gifts Distributors Ltd.,USA,Small
22,96.86,7,2130.92,2005-01-20,1,2005,Trucks and Buses,60,29,"Anna's Decorations, Ltd",Australia,Small
35,48.62,7,1701.7,2005-02-17,2,2005,Trucks and Buses,60,29,Corporate Gift Ideas Co.,USA,Small
44,38.5,5,1694.0,2005-03-09,3,2005,Trucks and Buses,60,29,"Anna's Decorations, Ltd",Australia,Small
47,61.99,11,2913.53,2005-05-03,5,2005,Trucks and Buses,60,29,Euro Shopping Channel,Spain,Small
19,49.22,10,935.18,2005-05-31,5,2005,Trucks and Buses,60,29,La Rochelle Gifts,France,Small
34,90.39,2,3073.26,2003-02-17,2,2003,Planes,84,30,Rovelli Gifts,Italy,Medium
29,71.81,8,2082.49,2003-04-29,4,2003,Planes,84,30,"Australian Collectors, Co.",Australia,Small
49,69.27,3,3394.23,2003-06-27,6,2003,Planes,84,30,Euro Shopping Channel,Spain,Medium
30,85.32,14,2559.6,2003-08-25,8,2003,Planes,84,30,Toys4GrownUps.com,USA,Small
21,70.96,9,1490.16,2003-10-28,10,2003,Planes,84,30,Technics Stores Inc.,USA,Small
50,76.88,7,3844.0,2004-01-12,1,2004,Planes,84,30,Osaka Souveniers Co.,Japan,Medium
47,100.0,9,4724.91,2004-02-20,2,2004,Planes,84,30,"Australian Collectors, Co.",Australia,Medium
24,76.03,3,1824.72,2004-04-02,4,2004,Planes,84,30,"Royal Canadian Collectables, Ltd.",Canada,Small
27,98.84,4,2668.68,2004-05-11,5,2004,Planes,84,30,The Sharp Gifts Warehouse,USA,Small
33,86.17,10,2843.61,2004-06-28,6,2004,Planes,84,30,Gift Depot Inc.,USA,Small
35,90.39,9,3163.65,2004-07-23,7,2004,Planes,84,30,La Rochelle Gifts,France,Medium
31,71.81,1,2226.11,2004-08-21,8,2004,Planes,84,30,"Norway Gifts By Mail, Co.",Norway,Small
25,82.79,4,2069.75,2004-09-16,9,2004,Planes,84,30,"Clover Collections, Co.",Ireland,Small
27,82.79,7,2235.33,2004-10-15,10,2004,Planes,84,30,Mini Classics,USA,Small
31,100.0,9,3116.43,2004-11-02,11,2004,Planes,84,30,Diecast Classics Inc.,USA,Medium
45,100.0,8,4781.7,2004-11-10,11,2004,Planes,84,30,Danish Wholesale Imports,Denmark,Medium
27,100.0,2,2810.7,2004-11-23,11,2004,Planes,84,30,"Tokyo Collectables, Ltd",Japan,Small
27,100.0,1,3515.67,2004-12-04,12,2004,Planes,84,30,Gift Ideas Corp.,USA,Medium
42,69.27,2,2909.34,2005-02-02,2,2005,Planes,84,30,"Australian Gift Network, Co",Australia,Small
21,74.77,18,1570.17,2005-03-01,3,2005,Planes,84,30,Euro Shopping Channel,Spain,Small
34,76.88,15,2613.92,2005-03-30,3,2005,Planes,84,30,Reims Collectables,France,Small
42,76.03,3,3193.26,2005-04-03,4,2005,Planes,84,30,Tekni Collectables Inc.,USA,Medium
15,98.84,4,1482.6,2005-05-10,5,2005,Planes,84,30,L'ordine Souveniers,Italy,Small
29,70.87,6,2055.23,2003-02-24,2,2003,Motorcycles,60,31,Land of Toys Inc.,USA,Small
46,58.15,4,2674.9,2003-04-29,4,2003,Motorcycles,60,31,"Australian Collectors, Co.",Australia,Small
30,61.78,6,1853.4,2003-07-01,7,2003,Motorcycles,60,31,Lyon Souveniers,France,Small
30,49.67,10,1490.1,2003-08-25,8,2003,Motorcycles,60,31,Toys4GrownUps.com,USA,Small
42,51.48,18,2162.16,2003-10-10,10,2003,Motorcycles,60,31,Corporate Gift Ideas Co.,USA,Small
46,61.18,5,2814.28,2003-10-28,10,2003,Motorcycles,60,31,Technics Stores Inc.,USA,Small
25,64.2,13,1605.0,2003-11-11,11,2003,Motorcycles,60,31,Daedalus Designs Imports,France,Small
32,65.42,5,2093.44,2003-11-18,11,2003,Motorcycles,60,31,Herkku Gifts,Norway,Small
30,64.81,6,1944.3,2003-12-01,12,2003,Motorcycles,60,31,Mini Wheels Co.,USA,Small
40,49.67,3,1986.8,2004-01-12,1,2004,Motorcycles,60,31,Osaka Souveniers Co.,Japan,Small
28,60.57,5,1695.96,2004-02-20,2,2004,Motorcycles,60,31,"Australian Collectors, Co.",Australia,Small
23,55.72,2,1281.56,2004-04-03,4,2004,Motorcycles,60,31,Motor Mint Distributors Inc.,USA,Small
29,61.18,6,1774.22,2004-05-18,5,2004,Motorcycles,60,31,Tekni Collectables Inc.,USA,Small
34,58.75,6,1997.5,2004-06-28,6,2004,Motorcycles,60,31,Gift Depot Inc.,USA,Small
37,63.6,5,2353.2,2004-07-23,7,2004,Motorcycles,60,31,La Rochelle Gifts,France,Small
20,49.06,10,981.2,2004-08-27,8,2004,Motorcycles,60,31,Marta's Replicas Co.,USA,Small
32,48.46,2,1550.72,2004-09-27,9,2004,Motorcycles,60,31,Atelier graphique,France,Small
34,52.09,3,1771.06,2004-10-15,10,2004,Motorcycles,60,31,Mini Classics,USA,Small
42,52.7,5,2213.4,2004-11-02,11,2004,Motorcycles,60,31,Diecast Classics Inc.,USA,Small
38,100.0,12,5266.04,2004-11-15,11,2004,Motorcycles,60,31,Land of Toys Inc.,USA,Medium
30,62.16,1,1864.8,2004-11-23,11,2004,Motorcycles,60,31,"Tokyo Collectables, Ltd",Japan,Small
23,49.67,3,1142.41,2005-01-05,1,2005,Motorcycles,60,31,Technics Stores Inc.,USA,Small
22,53.3,4,1172.6,2005-02-02,2,2005,Motorcycles,60,31,"Australian Gift Network, Co",Australia,Small
39,100.0,5,6981.0,2005-03-03,3,2005,Motorcycles,60,31,Scandinavian Gift Ideas,Sweden,Medium
55,55.72,2,3064.6,2005-04-07,4,2005,Motorcycles,60,31,Auto Canal Petit,France,Medium
36,61.18,6,2202.48,2005-05-13,5,2005,Motorcycles,60,31,Euro Shopping Channel,Spain,Small
26,100.0,1,3773.38,2003-01-09,1,2003,Vintage Cars,168,32,"Blauer See Auto, Co.",Germany,Medium
31,100.0,1,5074.39,2003-03-18,3,2003,Vintage Cars,168,32,"AV Stores, Co.",UK,Medium
34,100.0,2,6483.46,2003-05-21,5,2003,Vintage Cars,168,32,"Australian Collectors, Co.",Australia,Medium
41,100.0,8,7956.46,2003-07-16,7,2003,Vintage Cars,168,32,Souveniers And Things Co.,Australia,Large
23,100.0,5,4230.62,2003-09-12,9,2003,Vintage Cars,168,32,Signal Collectibles Ltd.,USA,Medium
48,100.0,3,7209.12,2003-10-18,10,2003,Vintage Cars,168,32,Corporate Gift Ideas Co.,USA,Large
22,100.0,7,3452.68,2003-11-05,11,2003,Vintage Cars,168,32,Rovelli Gifts,Italy,Medium
21,100.0,4,3047.73,2003-11-12,11,2003,Vintage Cars,168,32,Mini Gifts Distributors Ltd.,USA,Medium
22,100.0,8,3675.32,2003-11-21,11,2003,Vintage Cars,168,32,"Australian Collectables, Ltd",Australia,Medium
40,100.0,3,7492.4,2003-12-03,12,2003,Vintage Cars,168,32,Euro Shopping Channel,Spain,Large
50,100.0,1,9534.5,2004-01-26,1,2004,Vintage Cars,168,32,"Corrida Auto Replicas, Ltd",Spain,Large
29,100.0,4,5579.02,2004-03-02,3,2004,Vintage Cars,168,32,"Saveley & Henriot, Co.",France,Medium
43,100.0,8,5950.34,2004-04-29,4,2004,Vintage Cars,168,32,Euro Shopping Channel,Spain,Medium
24,100.0,1,3726.0,2004-06-04,6,2004,Vintage Cars,168,32,Mini Caravy,France,Medium
22,100.0,10,4455.0,2004-08-17,8,2004,Vintage Cars,168,32,Amica Models & Co.,Italy,Medium
43,100.0,3,8272.34,2004-09-03,9,2004,Vintage Cars,168,32,Herkku Gifts,Norway,Large
20,100.0,14,3577.6,2004-10-11,10,2004,Vintage Cars,168,32,Auto Assoc. & Cie.,France,Medium
25,100.0,11,3881.25,2004-10-21,10,2004,Vintage Cars,168,32,Mini Gifts Distributors Ltd.,USA,Medium
36,100.0,2,5797.44,2004-11-04,11,2004,Vintage Cars,168,32,Online Diecast Creations Co.,USA,Medium
24,52.67,1,1264.08,2004-11-17,11,2004,Vintage Cars,168,32,"AV Stores, Co.",UK,Small
21,100.0,6,4815.3,2004-11-29,11,2004,Vintage Cars,168,32,"Australian Collectors, Co.",Australia,Medium
30,100.0,1,4462.2,2004-12-09,12,2004,Vintage Cars,168,32,Lyon Souveniers,France,Medium
32,94.79,7,3033.28,2005-01-12,1,2005,Vintage Cars,168,32,Toys4GrownUps.com,USA,Medium
21,47.18,8,990.78,2005-02-16,2,2005,Vintage Cars,168,32,Euro Shopping Channel,Spain,Small
26,78.11,7,2030.86,2005-03-04,3,2005,Vintage Cars,168,32,Mini Gifts Distributors Ltd.,USA,Small
35,100.0,1,5433.75,2005-05-29,5,2005,Vintage Cars,168,32,Mini Gifts Distributors Ltd.,USA,Medium
26,100.0,1,3157.44,2003-03-10,3,2003,Classic Cars,132,33,Motor Mint Distributors Inc.,USA,Medium
46,100.0,3,5161.2,2003-05-20,5,2003,Classic Cars,132,33,Atelier graphique,France,Medium
37,100.0,3,4346.76,2003-07-10,7,2003,Classic Cars,132,33,Reims Collectables,France,Medium
